ID Venda: 1 - ID Cliente: 62286 - ID Produto: 9087 - Data de compra: 2019/1/16

ID Venda: 2 - ID Cliente: 27697 - ID Produto: 503 - Data de compra: 2019/1/24

ID Venda: 3 - ID Cliente: 12278 - ID Produto: 9084 - Data de compra: 2019/1/12

ID Venda: 4 - ID Cliente: 56365 - ID Produto: 2349 - Data de compra: 2019/1/25

ID Venda: 5 - ID Cliente: 27697 - ID Produto: 504 - Data de compra: 2019/1/1

ID Venda: 6 - ID Cliente: 27697 - ID Produto: 2349 - Data de compra: 2019/1/27

ID Venda: 7 - ID Cliente: 62900 - ID Produto: 9084 - Data de compra: 2019/1/8

ID Venda: 8 - ID Cliente: 90364 - ID Produto: 988 - Data de compra: 2019/1/9

ID Venda: 9 - ID Cliente: 62286 - ID Produto: 9084 - Data de compra: 2019/1/5

ID Venda: 10 - ID Cliente: 90364 - ID Produto: 503 - Data de compra: 2019/1/24

ID Venda: 11 - ID Cliente: 62286 - ID Produto: 9084 - Data de compra: 2019/2/21

ID Venda: 12 - ID Cliente: 62286 - ID Produto: 1164 - Data de compra: 2019/2/11

ID Venda: 13 - ID Cliente: 62286 - ID Produto: 9087 - Data de compra: 2019/2/15

ID Venda: 14 - ID Cliente: 98663 - ID Produto: 1164 - Data de compra: 2019/2/27

ID Venda: 15 - ID Cliente: 56365 - ID Produto: 2349 - Data de compra: 2019/2/13

ID Venda: 16 - ID Cliente: 98663 - ID Produto: 9084 - Data de compra: 2019/2/11

ID Venda: 17 - ID Cliente: 56365 - ID Produto: 9084 - Data de compra: 2019/2/27

ID Venda: 18 - ID Cliente: 90364 - ID Produto: 988 - Data de compra: 2019/2/18

ID Venda: 19 - ID Cliente: 56365 - ID Produto: 9096 - Data de compra: 2019/2/25

ID Venda: 20 - ID Cliente: 56365 - ID Produto: 504 - Data de compra: 2019/2/27

ID Venda: 21 - ID Cliente: 62900 - ID Produto: 988 - Data de compra: 2019/2/13

ID Venda: 22 - ID Cliente: 90364 - ID Produto: 2349 - Data de compra: 2019/2/20

ID Venda: 23 - ID Cliente: 27697 - ID Produto: 503 - Data de compra: 2019/2/22

ID Venda: 24 - ID Cliente: 57543 - ID Produto: 2349 - Data de compra: 2019/2/26

ID Venda: 25 - ID Cliente: 27697 - ID Produto: 2349 - Data de compra: 2019/2/13

ID Venda: 26 - ID Cliente: 62286 - ID Produto: 9096 - Data de compra: 2019/2/15

ID Venda: 27 - ID Cliente: 27697 - ID Produto: 504 - Data de compra: 2019/2/16

ID Venda: 28 - ID Cliente: 56365 - ID Produto: 988 - Data de compra: 2019/2/8

ID Venda: 29 - ID Cliente: 56365 - ID Produto: 1164 - Data de compra: 2019/2/13

ID Venda: 30 - ID Cliente: 62286 - ID Produto: 503 - Data de compra: 2019/2/19

ID Venda: 31 - ID Cliente: 56365 - ID Produto: 2350 - Data de compra: 2019/2/27

ID Venda: 32 - ID Cliente: 90364 - ID Produto: 503 - Data de compra: 2019/3/13

ID Venda: 33 - ID Cliente: 90364 - ID Produto: 2349 - Data de compra: 2019/3/30

ID Venda: 34 - ID Cliente: 27697 - ID Produto: 503 - Data de compra: 2019/3/22

ID Venda: 35 - ID Cliente: 56365 - ID Produto: 1164 - Data de compra: 2019/3/1

ID Venda: 36 - ID Cliente: 56365 - ID Produto: 504 - Data de compra: 2019/3/9

ID Venda: 37 - ID Cliente: 56365 - ID Produto: 9096 - Data de compra: 2019/3/1

ID Venda: 38 - ID Cliente: 56365 - ID Produto: 988 - Data de compra: 2019/3/14

ID Venda: 39 - ID Cliente: 57543 - ID Produto: 2349 - Data de compra: 2019/3/4

ID Venda: 40 - ID Cliente: 62286 - ID Produto: 9096 - Data de compra: 2019/3/25

ID Venda: 41 - ID Cliente: 56365 - ID Produto: 503 - Data de compra: 2019/3/28

ID Venda: 42 - ID Cliente: 90364 - ID Produto: 988 - Data de compra: 2019/3/6

ID Venda: 43 - ID Cliente: 12278 - ID Produto: 9084 - Data de compra: 2019/3/16

ID Venda: 44 - ID Cliente: 90364 - ID Produto: 9084 - Data de compra: 2019/3/15

ID Venda: 45 - ID Cliente: 56365 - ID Produto: 9084 - Data de compra: 2019/3/21

ID Venda: 46 - ID Cliente: 62286 - ID Produto: 9084 - Data de compra: 2019/3/29

ID Venda: 47 - ID Cliente: 12278 - ID Produto: 9096 - Data de compra: 2019/3/9

ID Venda: 48 - ID Cliente: 56365 - ID Produto: 2350 - Data de compra: 2019/3/1

ID Venda: 49 - ID Cliente: 56365 - ID Produto: 2349 - Data de compra: 2019/3/29

ID Venda: 50 - ID Cliente: 62900 - ID Produto: 988 - Data de compra: 2019/3/3

ID Venda: 51 - ID Cliente: 90364 - ID Produto: 504 - Data de compra: 2019/3/28

ID Venda: 52 - ID Cliente: 62900 - ID Produto: 9084 - Data de compra: 2019/3/19

ID Venda: 53 - ID Cliente: 62286 - ID Produto: 9087 - Data de compra: 2019/3/5

ID Venda: 54 - ID Cliente: 62900 - ID Produto: 9096 - Data de compra: 2019/3/3

